Normal_Height_cm,Uniform_Score,Exponential_Wait_min,LogNormal_Income_k,Beta_Probability,Gamma_Service_time,Chi2_Variance,Laplace_Error,Poisson_Calls_per_hr,Binomial_Successes,NegBinomial_Failures,Geometric_Trials
159.42289071044098,42.54364386164168,4.363408645474819,43.15707543887865,0.43144353619464987,5.724504562177751,2.28178847565767,-1.676431459639176,5,9,4,8
178.2254491210319,50.7610378684455,2.122345657556806,31.968486189162917,0.38687976021019077,11.431548773217147,1.2503177271007395,-0.157560779301105,4,8,6,3
157.79156350028978,24.240973241508023,4.849980952374174,42.23506591763676,0.20867813507832503,22.12229559918822,4.950465802603955,-1.356701094477645,2,8,3,1
172.08863595004755,11.483682473920354,0.23410619638977423,34.20039546839478,0.09002499819996725,6.097173926100811,0.28259878250841686,2.256153107537339,3,8,9,1
150.40329876120225,61.06200424416326,10.260564224384563,12.332853487780485,0.6038569167009646,7.36322203526592,2.6668443204794348,-0.050933641128162996,6,7,3,5
156.7181395110157,28.863055324025577,18.150971875721705,20.704111486622402,0.22652332523012098,9.006869976671394,7.90251709524591,-0.4548890738632618,0,11,4,6
171.96861235869125,58.123822142261226,17.349178322458755,30.81360219319953,0.3042970610133372,11.357636747333267,2.8062403820854427,0.7605872773068209,3,5,3,5
177.3846657999541,15.436271527420232,6.9245132848061495,18.08626171103681,0.16462586137498683,10.314942314102652,6.387073400283867,-0.00411125447234742,3,9,6,3
171.7136828118997,48.114010185481746,0.6968059941690288,44.699591594888204,0.1823972362349482,3.0964448395354376,1.2338736314340768,-0.4779260520867547,5,11,4,2
168.8435171761176,53.258943255158584,7.0995286558018,71.19164145074484,0.4766491048877699,6.4019779671896835,2.720308895841946,0.9779945672832765,0,10,3,2
166.98896304410712,5.182353682242691,0.12447111141255657,60.90899870875626,0.5264086385938195,10.36399872054539,2.5191881731263863,1.3254036175489685,5,6,5,1
155.21478009632574,33.660427819392055,0.11185973867236931,29.763373623207542,0.36092031234155697,12.999862836226832,4.762882757652825,0.4246729011966462,4,7,2,6
162.8015579160529,13.441467693897424,1.9549288510861509,69.78109085598425,0.2509553296201303,4.475796822732231,3.511577578838244,-2.3652177534082575,2,9,1,1
165.39361229040213,6.337497047276774,3.353438374608401,35.67084643168576,0.3835316726535463,6.288509514008522,8.614579829052301,0.14230780471733287,4,5,8,3
180.57122226218917,98.99602323899452,7.357244612919284,27.979077939991225,0.19591171866205373,6.828800104965068,2.177688992966393,0.7477930865577904,6,10,3,2
173.43618289568462,32.235384497472296,5.748928634454095,24.368679196230868,0.2976150813463317,5.154339113460146,3.4796639287752757,-1.2982614174942504,8,9,3,3
152.36959844637266,80.98744458546349,2.9520749369785424,28.46755895777124,0.13237350274514814,6.169220176330546,2.5960396271311743,-0.7823248963259873,3,9,9,8
173.24083969394795,25.464065476376383,1.598455812792035,27.273392431880886,0.12631168044090502,31.013794631763723,3.290629286560074,1.4481281067111065,2,5,4,1
166.14917719583684,68.15027222239293,29.257643808284897,36.0608616067507,0.35476652265808534,4.3296603824593145,3.067507561670222,-3.212808177673712,3,9,4,5
163.2307799969404,76.02278598896865,2.777208950550171,35.88383769085927,0.3219807096428471,4.599362631084334,1.5270745472394598,0.7041156663739536,3,9,15,1
176.1167628884087,59.56387406078443,3.0018102421227146,33.16592555185924,0.310809260614259,0.9608133986535519,5.749593864400419,-0.0538791769768194,2,10,1,1
180.30999522495952,47.15761885501584,0.8933839622727785,41.20127015450739,0.22661352635262422,0.7819079804465499,1.8903786258031507,-0.11255934552404251,1,4,8,2
179.31280119116198,41.18409141472685,7.919083503186542,60.05874324791841,0.3116613226660596,7.181824243602168,1.7763837653977521,-4.255001814673573,7,4,4,1
161.60782476777362,34.88682665429953,5.9156611901828695,53.238247058933965,0.17217359051439798,10.392985363263964,0.7239632623026693,1.018313662174394,5,7,3,5
166.90787624148786,92.95291442478259,1.24724264726588,15.761196723436003,0.041466975212824844,9.113627690852915,2.1257536496380003,-0.3289905724172696,8,6,3,3
173.31263431403565,83.06194077877291,0.42986528451189354,9.235358499479592,0.2761974130074415,2.429427242449299,1.8691566825000205,0.08504741148877915,3,8,3,1
179.7554512712236,96.50269106665125,5.704979103686202,52.834265901167065,0.09425356031693806,8.744031740653625,0.3666285039632898,0.43788712622014575,4,11,4,1
165.2082576215471,12.429722348554472,5.313975472115715,16.719248338125777,0.4118445340829866,4.542016200534187,2.7839789626449907,0.5196295193682355,5,7,4,3
168.14341023336183,73.08674752036443,1.5959292433686985,29.595351321695407,0.5157009792685964,3.6976905688846404,8.359807877879506,2.429965358673526,7,10,3,5
158.9366502599397,93.83404568210378,15.065772031925546,18.447769833923687,0.6342283268293691,1.38542927399569,0.8754414687453176,0.06473043979087735,5,1,13,2
158.0379337591933,18.123306616566015,0.8188214159732543,13.45041258725887,0.27170217319000567,2.7114047829470196,3.2449174697773655,-0.22384491977951038,1,6,1,3
178.12525822394198,6.6496267366777495,2.831117362517058,43.411803062717276,0.16115555595365097,7.302832319259634,2.7317348058281987,2.3795444663524545,3,4,6,5
183.56240028570824,74.11206492900591,14.377842163998274,48.40376404150702,0.3019616530585536,6.352197551077278,5.2271228545117046,0.3343830785040022,3,7,0,3
169.27989878419666,57.44731131799119,2.7212857134677506,24.82235850498028,0.24747616586330073,5.679545458749446,5.4994653737981505,-0.517010187896368,7,11,3,1
180.03532897892023,84.1828776758272,5.087825088650514,9.06552587337116,0.2773672197869529,0.4198052786314097,12.567317071080074,-1.37464847523731,3,5,1,3
173.61636025047633,13.97723766262895,2.534121515045698,25.20085130455983,0.47222499596045936,5.723580368965741,4.009944973345533,1.155528741091293,4,9,4,3
163.54880245394875,79.52673118598902,1.6025086503344064,40.28189058016142,0.21903951367592533,3.056710403852036,1.6613281805755524,-0.3224623472111129,0,8,3,4
173.61395605508415,20.162732004774455,20.66885264565887,15.808443809624018,0.25130404126245265,6.386004261810665,2.0758920794741127,0.3870449694339435,4,11,7,3
185.38036566465968,16.36559428657045,2.632522879227116,36.29499888039994,0.13449891422559376,11.591100991073326,2.2584864367650135,-0.060139848185627585,3,5,4,10
169.64173960890048,16.426579793099293,11.22626253424066,32.862923447789065,0.2575375190463321,3.4571885017697417,1.935888598078198,-0.9216562013208931,4,6,3,1
185.64643655814007,81.45747202313821,1.3065290624194523,44.24072521396925,0.5758311543371692,5.4114088509840474,9.747193406211945,0.22736898746024747,4,4,0,9
143.80254895910255,66.51972206962002,1.1983004068942895,35.15582012495062,0.17478898807467766,17.811908007224076,5.31717506894322,-2.108943369237224,2,8,4,3
178.21902504375223,52.30654247691193,0.158145245477775,20.35782847498548,0.4404393990716352,6.152968778650287,4.733483214836684,-0.19033164840145628,6,7,4,4
170.87047068238172,35.88304841235025,5.272979294379948,60.236937918425745,0.23996872315505707,4.914209285823006,1.2838294651283486,0.09786631118645522,5,10,3,1
167.00992649534132,87.72005408131082,2.298495270861007,30.59189833125225,0.4457504855829945,2.46594953648606,5.461084778929392,-0.13685812207248513,4,9,1,2
170.91760776535503,39.244510742263536,9.988690294133969,32.66642298216626,0.41814573239418396,8.914365140562863,7.0814174078887016,0.6878499367667966,2,9,1,5
150.12431085399106,81.65994394715771,3.2047655735140683,20.767017280281056,0.12477872464880943,2.093901277960217,2.7710735918179585,1.066677405981544,5,8,4,4
167.80328112162488,43.91349085702184,17.240411706004004,26.532194287673853,0.4135696874278296,11.938219936012715,2.0555417427613643,0.7819481172743258,1,5,4,1
173.57112571511746,37.69444294249076,1.026060891304192,21.276403526708084,0.08552216071945434,8.041488820766784,8.756803463544452,-2.5558542009708454,4,8,5,3
184.77894044741515,46.26797856696064,10.148427523649552,30.372177333128406,0.10238495285184403,3.1497196312563607,1.8338022015113986,-0.9460863943681176,5,15,7,1
164.81729781726352,30.13778741641421,7.493886523371488,77.93337071806465,0.22850508874050057,2.541684491822444,1.6713190603399364,0.07603369126771761,0,10,10,16
161.91506397106812,74.76093801762511,7.368460219450181,16.677315263234746,0.5466614162505907,2.5970945245203745,1.4328231048034565,2.037486730255791,3,11,13,7
164.98242956415464,50.27203900924791,9.314663054072945,14.77917804116107,0.35108503224370974,0.7992422540458952,3.124292772476104,1.1084006894484875,1,10,4,1
179.15402117702075,23.22126951468173,7.156960563018635,69.10210295044608,0.13941057604626686,7.057651924456733,4.0012134381443705,1.155401764808917,3,5,10,6
173.28751109659686,89.95745732745685,4.920443752117819,29.824737345507135,0.05369951548994858,0.499762824951556,6.442315138956468,-0.5001884207457902,3,6,4,8
164.7023979623296,38.38912213732114,0.7034699296379123,23.699729407481012,0.3806987361056626,4.674006629044511,4.8872519494548525,-0.1521076749999131,1,2,2,2
175.13267433113356,54.35528611139886,0.16533456674992855,55.69845138132774,0.2794224044294483,4.440115262112059,4.831679588625923,-0.060374515049372995,2,7,5,4
170.9707754934804,90.6472110964547,12.681916509071321,24.46374510956295,0.3066911814390244,3.8384404267658248,7.816964743727167,-1.1559983165401477,6,5,3,2
179.68644990532889,62.42379959139921,4.794038447153901,82.51704324340353,0.34303308364673246,7.022754489411006,1.370794662265532,-2.7784255556353807,7,8,9,3
162.97946906122647,11.689804070836407,7.961362694658197,46.4772495402781,0.47611454437072104,3.156466534693472,0.8210485065169253,2.2424857754413514,2,9,4,2
166.72337853402232,93.98321236134751,3.284291801348973,25.946696420180686,0.2554704259647891,5.734547585954315,5.0573550433221195,-0.731004467241474,5,11,4,2
166.0789184686784,62.770805307141785,0.6238958208700401,97.38323851126829,0.5012006017832084,11.936629431661668,3.0120493746019052,-0.734182098898404,3,9,12,2
155.36485051867882,33.49056146570861,0.6687187455816921,24.462529496316513,0.15400666296079904,7.63113455903169,6.458204625196296,-1.7912109744537053,5,11,9,1
172.96120277064577,13.927207266338726,5.784894074723557,47.99264096882039,0.06323234040516468,3.5667761470008594,3.2342969465155957,1.9450190733940775,0,5,1,5
172.61055272179888,79.4025189270296,2.8132785996209515,38.46105958923467,0.44834545888275384,5.030581963514078,1.9963872547773276,0.17372766613893723,5,3,9,2
170.05113456642462,62.00727559285135,1.1189983744581806,63.48925282341348,0.10997586339778063,3.841965184257898,5.109237857122843,0.4065762966255785,2,9,8,2
167.65412866624854,53.34610919763215,3.382380067046655,72.29504539284008,0.29980310270744265,4.390156578084904,3.5476282462415676,1.7324747066520252,1,7,9,7
155.84629257949587,89.38925830509577,0.33181525396729833,33.64963047260723,0.5363077304756033,5.867238749198144,3.2364479522251206,-0.3692677041071839,1,7,4,2
165.79354677234642,78.85972112245308,4.361027161624753,22.72103312401672,0.06705426999363957,1.3198332643165622,14.084677596585314,0.27841134181601257,4,7,3,3
166.5728548347323,15.167487973275119,1.5666639830622868,41.678527639345376,0.3373425781481131,1.0103374924457447,7.4213437368335295,-2.556201905270903,1,7,8,9
161.9772273077838,31.172206779554823,7.986536450159809,23.59753636158058,0.06163751556213369,2.2780724093078915,5.569652791976283,-0.9847166485864354,4,8,8,7
168.38714288333992,24.848913981446575,1.8579419859009692,90.62169320741216,0.2669105924136806,7.264681327404746,3.630410398157739,1.0861649102522588,4,8,7,1
174.04050856814538,74.3946292572677,3.0368675459765626,35.455119795039046,0.014681933127792124,7.989885449606189,3.4014525392498207,0.7625759599195115,2,8,8,2
188.8618590121053,3.353243473577938,0.05844293025465451,27.58685039819479,0.09291290127017372,8.843478681351597,2.609362745264959,-0.3548403664993595,3,9,8,10
171.7457781283184,56.98896848713165,0.3760261115334893,36.31896849756864,0.16208459011388984,2.3623088278714155,3.907206785250059,-0.2828653507721725,3,7,6,2
172.57550390722764,76.24586857406905,2.4919624854285862,16.88518913665812,0.05558771864927384,5.387895435333595,2.2244784823489567,0.06946676994533155,7,7,11,2
169.25554084233832,87.67656367617495,3.2690442439000633,20.372643189280268,0.3628731421368042,3.6590759543286495,1.1094278507415964,-7.637547003710315,5,6,5,1
150.8122878470096,34.20817487159075,4.581710517459567,60.352776551839476,0.32618555306964203,4.535945681464053,3.2061948949461416,-0.7287978360412776,5,7,2,1
169.73486124550783,82.12573046720128,1.7241735753722909,23.844482778089922,0.5516768599767246,3.605612777989369,4.142402916851479,-0.875956174812809,2,9,6,4
170.60230209941025,11.063173695520723,5.9369205719459295,19.619902969957902,0.10991865606237472,6.11717455863303,6.468524488372859,-0.6912172570618577,0,10,2,5
194.63242112485287,84.64522917345182,9.834937522015512,43.307523649915375,0.21718481039517945,2.8278104582610406,1.6798971382039096,0.9462647093362281,3,9,7,10
168.07639035218878,12.748866233198243,7.567253193487854,59.910517698665444,0.07822097883115157,11.049419827576388,3.421915150735823,-0.5809839722058485,4,6,0,5
173.01547342333612,39.72872905603673,0.20212508198851578,47.44051712932545,0.1767688055025618,11.116401723689036,4.860553141719687,-0.959608953701161,7,8,6,1
169.65288230294757,79.72953657795536,3.2745092075105413,54.49036204954032,0.5954379734962468,7.103393995633033,4.784371317430197,0.008563483772223211,3,8,3,1
158.31321962380468,14.991742734877377,0.5542677540477307,22.682698555617343,0.39717268660938093,10.181952228496657,9.428590708072242,1.3141228185480491,5,8,3,12
181.4282281451502,22.92513952326415,1.385656413923591,16.266286721430184,0.1055672064555032,1.2657147669812627,2.650079392590355,-0.7283611634243778,3,8,7,2
177.51933032686773,72.22525683930662,21.585913276147167,70.15217604671325,0.031185910555505757,11.488365568929371,1.5565207474474516,-1.8510478885526065,5,8,8,2
177.91031947043047,72.00365365460743,0.7686445108652931,28.181340670264994,0.027957961979081927,6.619771158882399,3.592318158866786,-0.33854111489568356,3,8,3,7
160.9061254520526,64.11476328852973,3.4546297810450373,29.212114161145948,0.36797659433535934,2.9781759048890484,2.7605504947895825,0.6837983159571962,3,9,2,3
184.027943109361,69.39484444671,4.813712174806433,64.33456665940062,0.159129571300425,2.7240228491781315,2.389265478139307,0.10689623804223676,3,5,5,1
155.9814893720772,54.27244433475962,6.0611165742886906,43.73352649770285,0.7380869638355531,14.177320816072424,2.1344664179066375,1.0039934545573237,2,9,7,7
175.8685709380027,25.179905890695274,4.100912120190553,41.59349920897021,0.24369917696780016,8.942581586602104,4.1544243867795085,2.5155839662336614,1,6,2,15
191.90455625809977,34.56959935039195,0.04909447692281613,97.75859979621215,0.17097774059130702,4.441474181830181,1.8935058415329984,0.8802600859618259,6,5,7,1
160.09463674869312,18.159771680142565,1.9760491799893007,24.004489726986233,0.08072398199878913,1.2500075463401337,5.566296232199703,0.2326967351211844,5,12,2,6
164.33702270397228,90.84505613336283,3.6460654678634166,52.66336560669626,0.4477791997522805,11.886785057801532,5.386700956454331,-0.013406287933518956,6,12,8,2
170.9965136508764,58.339179476612046,0.45984458552025365,34.07304363547011,0.19735165471552502,1.8209915467215576,4.427000331323263,-2.5240029754249935,4,5,2,3
164.96524345883802,40.08514167636399,2.158739455418413,37.87518466387953,0.26147296955370153,3.713793598893562,1.3685648226570484,3.4623482913388886,2,8,7,7
154.49336568933867,46.20058036441327,0.16883422852762026,71.11044367877791,0.2791904822094437,4.436614006686122,4.020071859543399,-0.2653177028810723,5,6,6,11
170.68562974806028,94.72833396118153,0.40918844804043625,42.688001188931395,0.24924642287697085,2.6874983570589928,6.760318280782364,-1.1892272962132189,6,8,1,1
159.37696286273896,15.33514031160802,2.528554267677974,43.34312247415111,0.38880045320267814,4.280791802234165,5.842580297325076,0.4055916823077105,6,10,7,1
174.73592430635182,58.62298320167972,0.7119425296233068,56.613850777489084,0.08983097773481848,4.972764490286409,5.293527890885306,-0.5646192726802762,7,12,3,1
160.80575765766196,50.5888678884466,4.191337019590604,27.59193818278738,0.2393537041475697,4.210572528047221,3.3836263131931,0.18820669050605998,5,9,11,3
185.4993440501754,61.14542354346478,5.84729281579217,21.76700228331046,0.20045204994057464,6.342417415450376,3.2711550956556477,0.19059869682720004,2,7,3,1
162.16746707663762,1.8110183820840509,8.061878595553797,19.64053225245253,0.40099694375353145,14.528051099701987,7.501732316663816,-0.11489511269161354,3,9,1,2
166.77938483794324,87.21239089441515,1.116656871289236,12.38915762845993,0.4674355152035755,1.3171586275572376,4.107097185496335,1.115465197799236,4,7,4,1
178.1351721736967,93.21182824836124,0.9165056756753848,92.58281719366275,0.12791579245418194,5.6362340357482,4.14424256701748,-0.6350025761785557,4,11,2,2
157.69135683566046,56.51331835892089,0.5522440864253784,19.07532885523649,0.40373494198452503,1.840393988741691,16.708169950025702,-0.10840382712995156,2,10,3,1
172.2745993460413,69.66508238768922,5.058920573520652,29.647363128193984,0.08948655761560051,1.1839280853610963,2.604877603993242,0.07837704094733383,5,8,6,6
183.07142754282427,92.24993811772957,6.1289746975579975,28.83509870203263,0.24781566399063273,9.655720337355428,0.32505912355475836,0.3963806592522397,4,7,5,1
153.92516765438774,70.72386343133986,0.16047873368016055,38.61741532343421,0.26449203451846,6.001439565788348,2.912770495025953,0.8391993774957841,3,7,8,2
171.84633858532305,15.253904291426135,13.760970272244544,49.7927109209968,0.4549932251283338,1.1031590456170555,3.0460072006538588,-0.23621034402628155,4,4,7,6
172.59882794248423,57.62883601668132,0.26685242839504014,50.91903102660433,0.38950793387251037,4.277683573062284,4.063288509872195,0.3454438045243212,6,10,5,4
177.8182287177731,60.67150463828559,3.89675444047811,24.74098748591141,0.09718177285658083,2.2837405719691826,4.752834789752329,-1.1999080561624236,3,8,2,1
157.63049289121918,42.4130671302386,6.173200020306195,30.460755284551503,0.3828986050331805,4.398013972378992,0.4084077855821176,2.0046769931792285,2,7,6,1
156.79543386915725,73.64442356247228,10.238517762273805,38.14100595850744,0.297838427885603,8.19210380542625,4.821312308373387,-0.2664195794586462,5,8,11,4
175.21941565616896,93.43670147690149,6.260337364360131,29.243415490723443,0.5903979088514874,7.612695255962722,3.187324441334768,0.6144151972695895,5,10,7,2
172.96984673233186,92.55685129067763,8.090579362983629,73.97097510931113,0.17609833187507087,3.626977491993501,2.6999072823047827,-3.2019655193354026,5,5,2,5
172.50492850345876,45.08393714041321,2.073413745732168,42.329636864606414,0.2144134952920709,9.969058011294024,0.6774575525180175,-0.8906856434978947,3,10,3,2
173.46448209496975,11.323804584075525,8.432272846739616,47.819757600782346,0.6204682337798468,12.57141061355821,8.543590741213903,-0.02617449417138554,7,11,5,2
163.1997527842151,98.48411989623345,0.4175322487908133,46.12894533097888,0.48723314496000425,8.287700466292277,2.3634072869151463,1.4126586055137504,3,12,6,2
172.32253697161005,83.88980864459342,11.26025159392608,59.545273879209226,0.09620692451496077,3.1406268935521084,5.342401107653324,0.056052284545661954,3,7,7,4
172.93072473298682,12.466268120326685,3.9658584143946474,36.25258827175258,0.24965580347196684,4.513004978152989,1.6586217319079386,1.964264313037745,2,6,8,7
162.85648581973632,92.08418826173724,8.499488048327594,17.315187837042423,0.34123779909224605,14.223908586439162,4.19153632236822,-0.03294291493654473,5,7,4,1
188.65774511144755,86.98963620621282,3.010304859675232,40.44099409713884,0.4009150563139554,3.85361826841332,2.73368762008366,-0.019286603118222143,3,7,4,3
174.73832920911786,51.88380571260721,5.158195008600444,23.91059229710146,0.11793590761943248,7.629791579642954,5.230583099152014,-1.4292286808579517,4,6,4,1
158.08696502797352,59.127543574492925,3.736989069793848,25.42395040623365,0.5572754113921149,2.6549103169810584,2.6624781979987615,0.9296609368048703,4,9,8,2
176.56553608633828,39.90027038701302,6.576189174934603,44.39744884660333,0.06294278801876782,10.017235856943364,1.5918885066827562,-0.7053598020971228,4,8,0,7
160.2531832977268,5.476163882203133,0.42577449944478085,61.50641853053324,0.12295220654768162,2.3895645132514947,3.2970623196497213,1.6055702950410002,4,10,2,2
177.8708460374245,33.519724164590095,0.3112501565950754,33.46954056530962,0.5302969759506505,4.668951834549286,3.174178744438793,1.7239986240743985,5,4,11,8
181.58595579007405,80.28534485980114,1.4191357876995818,38.64496544136277,0.2709993961105075,7.438475634783607,3.995816428816886,2.1770122435250365,4,9,3,3
161.79317681648288,0.4632023004602859,0.8690574325757503,77.56431570917819,0.27708902751884185,16.179043185151844,6.331593430399143,0.04130229547773303,6,10,2,8
179.6337612924432,33.34991716911442,10.270177785011992,37.35163141510821,0.301184192228817,5.919709031877078,1.2899684642663534,0.4372461727281364,4,10,3,4
174.12780926936497,39.81686935909433,1.2372707909027696,121.61271851215615,0.14014940155761468,4.050154478112779,6.1172949639349445,0.8142572047877356,1,11,6,1
178.2206015999449,53.73956029379229,18.620514047170467,43.93691358086069,0.07373378490111673,3.80705908962923,1.112688607485618,-1.3392991886954024,1,9,3,1
188.9679298265395,91.98556164127605,2.0541156216571466,13.730486059420919,0.32915651051709327,9.717648287178847,5.093209872432504,0.22553940657846488,3,11,4,2
167.54611883997129,34.634599436596126,1.0051855198942645,48.26326974291253,0.359768584824016,7.0135962519414035,5.203200164414215,-2.6795239326146385,6,7,4,1
162.46263835642512,34.69532018962277,7.796065487971737,40.06804734805786,0.30977747327024047,8.077846593814641,2.264107202685249,-0.004879719712679082,4,8,2,2
161.10485570374476,73.75012481097484,5.375081026707593,63.10981959686595,0.18035041428788406,13.559984559944285,1.732961543641941,-1.1721984542097306,1,3,4,2
161.84189715034563,45.221794088980715,3.4477255436171688,46.367124093416514,0.11049325801614986,5.236341053601781,1.654687465586994,-1.0055432039036947,5,3,3,9
169.22898290585897,22.460482293998197,4.052491495578103,30.900488968695104,0.2268526189451653,6.659751505837274,3.532621529255533,-0.3145804336248178,1,6,7,2
173.41151974816643,45.24395161326934,6.350594698644832,17.954681376580023,0.6389059701703222,3.7650627614493346,5.435363889999399,-0.14517106187251397,3,5,8,5
172.76690799330018,14.085702037979985,1.2967997284335335,29.829217653788156,0.24313915351568324,2.5650299161377053,2.9808113998292955,0.2828203750967616,5,7,3,8
178.27183249036023,17.63869865062233,28.043156160238524,21.644248758407556,0.21596804604807857,3.0259963373576397,0.2793030754174832,-1.904770261254831,3,6,1,6
170.13001891877906,49.83677727394797,18.403199889450473,24.772601769273695,0.24855717435847977,0.2805268960647471,2.144629241745265,0.0074109155987484,4,4,6,1
184.53534077157317,41.89254495045479,5.253765450662784,44.44663260668794,0.23747045971287373,7.384652251992895,2.0829314558323953,-1.0071725151244717,5,11,1,2
167.35343166762044,91.48459010681,1.1128588923444667,76.32131462604468,0.5319284493276698,6.848458317131264,4.730549460888089,0.16011047927734245,5,3,3,2
197.2016916658962,36.23938991166331,5.700738976376844,40.339686655645004,0.39043892434622446,7.273030601604847,4.90102119485042,0.32132052015251034,2,9,4,2
176.25667347765005,58.05883502780434,0.37468685917146644,18.211594815005185,0.16973758904288572,2.4148894376016363,3.7326971215095703,0.1203822379017236,4,6,4,2
161.42842443583717,63.22642879195304,0.1556605826180974,41.35946662115258,0.204026175015018,3.071462304907604,6.124938619590149,0.6473921338108777,4,11,5,5
